"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423977,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423976,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423975,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call, song","

bird-seen:yes

playback-used:no",,423973,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call, song","

bird-seen:yes

playback-used:no",,423972,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call, song","

bird-seen:yes

playback-used:no",,423909,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423908,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423906,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423904,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423902,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call","

bird-seen:yes

playback-used:no",,423901,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Stanislas Wroza",2018-07-01,07:00,"Parque Nacional de Monfragüe (near  Torrejón el Rubio), Cáceres, Extremadura",Spain,39.8276,-6.0577,260,"call, flight call, song","

bird-seen:yes

playback-used:no",,423900,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Tejaswini Limaye",2018-06-28,07:54,"Bardez (near  Penha de França), North Goa, Goa",India,15.5334,73.8286,40,"begging call, call, juvenile, song","Two individuals perched on a window grill a few feet away. Another individual seen feeding them in response to the call.

bird-seen:yes

playback-used:no",,423136,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Tassos Sakoulis",2016-06-07,15:30,"Ioannina (near  Chionades), Epirus, Decentralized Administration of Epirus and Western Macedonia",Greece,40.2698,20.7401,1100,song,"

bird-seen:yes

playback-used:no",,411312,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Rory Nefdt",2017-09-20,18:30,"Aberdares Country Club, Nyeri County",Kenya,-0.3255,36.9325,2000,song,"

bird-seen:yes

playback-used:no",,399234,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Peter Boesman",2017-12-10,10:00,"Area around Manyenjere forest, Nyika NP",Zambia,-10.58314,33.661119,,call,"Calls in flight.",,397896,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Peter Boesman",2017-12-10,09:30,"Area around Manyenjere forest, Nyika NP",Zambia,-10.58314,33.661119,,call,"Calls in flight.",,397894,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390265,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390263,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390262,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390260,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390259,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390257,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390256,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390255,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390253,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390252,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Esperanza Poveda",2017-08-20,?,"Santa María de Trassierra, Córdoba, Andalucía",Spain,37.9217,-4.8902,400,"call, female, flight call, male, song","El ambiente donde se ha realizado la grabación es una urbanización ubicada en la sierra pero donde aún queda bastante arbolado entre las casas. Sobre un cable se reúnen decenas de golondrinas dáuricas lo cual, aunque la especie es cada vez más común, todavía es inusual.

bird-seen:yes

playback-used:no",,390250,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Jordi Calvet",2017-08-04,20:00,"Bellaguarda, Les Solanes, Les Garrigues, Catalunya",Spain,41.329,0.743,650,"flight call","Two birds in flight

bird-seen:yes

playback-used:no",,385379,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Alexandre Moreira",2017-08-26,11:00,"Nuzêdo, Vila Pouca de Aguiar, Vila Real",Portugal,41.5157,-7.6219,700,call,"

bird-seen:yes

playback-used:no",,384434,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Joost van Bruggen",2017-08-02,08:09,"Achaia, Western Greece, Peloponnisos Dytiki Ellada ke Ionio",Greece,38.1573,21.4003,10,"flight call","small flock of about 15 individuals

bird-seen:yes

playback-used:no",,383377,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",rufula,"Bram Piot",2017-08-04,07:45,"Cascais, Lisboa",Portugal,38.6907,-9.4264,10,call,"2-3 birds calling while flying around

bird-seen:yes

playback-used:no","Sylvia atricapilla",382091,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2017-06-19,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"alarm call, call","Alarm call?  Voice from an adult bird in a family.

bird-seen:yes

playback-used:no","Passer montanus",376096,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"isaac kilusu",2017-03-22,?,"kilima safari camp ,amboseli",Kenya,-2.651,37.187,1100,call,"two individual seen calling on top of a roof in the early morning

bird-seen:yes

playback-used:no",,371367,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",rufula,"Bram Piot",2017-05-12,11:00,"Oukaimeden (village), Marrakech-Tensift-Al Haouz",Morocco,31.2057,-7.8583,2600,call,"Two birds calling while flying around the village

bird-seen:yes

playback-used:no","Serinus serinus",370598,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",emini,"Frank Lambert",2015-12-01,11:00,"Malawi-Zambia border nr Chelinda, Nyika NP, Chitipa, Northern Region",Zambia,-10.5714,33.6891,2100,"flight call","Although the birds were seen, views were poor and there is a small possibility that this was in fact Red-breasted Swallow C. semirufa but the voice does not seem to match that species. The birds were flying around exposed rocks where they were possibly breeding.

bird-seen:yes

playback-used:no",,365004,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2016-06-18,?,"sanlúcar de barrameda, cádiz, andalucía",Spain,36.7663,-6.346,?,"male, song","Varios individuos posados en un cable de la luz en una casa de campo. Sólo uno cantaba.

bird-seen:yes

playback-used:no",,333855,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Francesco Sottile",2016-08-20,10:41,"Scala Coeli, Provincia di Cosenza, Calabria",Italy,39.4292,16.8956,120,"flight call","Pair near the nest.

bird-seen:yes

playback-used:no",,331732,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Jordi Calvet",2010-04-26,10:45,"El Bages (near  Marganell), Barcelona, Catalunya",Spain,41.6095,1.8084,700,"flight call","

bird-seen:yes

playback-used:no",,330070,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Louis A. Hansen",2016-06-05,06:01,"Gedser, Danmarksgade",Denmark,54.5789,11.9284,8,call,"Not breeding area. Call while feeding together with 3-5 barn swallows and the same number of house martins - had possible used the local water tower (nowadays a small museum) as a night roost.

bird-seen:yes

playback-used:no",,325218,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-25,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Near the colony.   The initial and 0:07 notes are relatively
uncommon.   The bird was probably excited when two families
closely encountered.

bird-seen:yes

playback-used:no","Passer montanus",323996,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-17,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"begging call, voice of nestlings","Voice of nestlings when fed.

bird-seen:yes

playback-used:no","Passer montanus",322087,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-17,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"

bird-seen:yes

playback-used:no",,322085,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-16,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"begging call, voice of nestlings","Voice of nestlings.   Fed at 0:04.

bird-seen:yes

playback-used:no","Passer montanus",321860,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-15,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"begging call, voice of nestlings","Voice of nestlings (when fed).


bird-seen:yes

playback-used:no","Hypsipetes amaurotis",321644,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-14,06:30,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,"begging call, call, voice of nestlings","Near the breeding colony.  Voice of nestlings from the nest.

bird-seen:yes

playback-used:no","Motacilla cinerea,Ficedula narcissina",321502,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-14,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Near the breeding colony.

bird-seen:yes

playback-used:no",,321501,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-14,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Near the breeding colony.

bird-seen:yes

playback-used:no","Ficedula narcissina",321500,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2016-06-14,06:00,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"Near the breeding colony.

bird-seen:yes

playback-used:no","Passer montanus,Ficedula narcissina",321499,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2016-05-20,?,"la lantejuela, sevilla, andalucía",Spain,37.3629,-5.2286,?,"flight call","Grabación realizada en un cortijo avandonado rodeado de un mosaico de valdíos, campos de cereal y olivares.

bird-seen:yes

playback-used:no",,318425,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2016-03-29,?,"brazo del este, sevilla, andalucía",Spain,37.0951,-6.0386,?,"flight call","El ecosistema consiste en una serie de canales de regadío inundados orlados de vegetación riparia como carrizos, juncos, eneas y tarajes. dichas acequias están diseñadas para inundar los campos de arroz de la zona que todavía están sin plantar. Además hay almajares, campos de cultivo y valdíos.


bird-seen:yes

playback-used:no",,310405,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Peter Boesman",2015-12-03,18:00,"Debre Birhan area",Ethiopia,9.670645,39.533701,,"flight call",,,300083,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Joost van Bruggen",2015-06-07,11:00,"Vale de Afonsinho, Figueira de Castelo Rodrigo, Guarda",Portugal,40.9143,-7.0926,420,"call, female, male","some frogs in the pool too

bird-seen:yes

playback-used:no",,293580,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2015-05-26,?,"observatorio del acebuche, el rocío, huelva, andalucía",Spain,37.0477,-6.5657,?,"call, female, male","Esta pareja estaba anidando en el techo de un porche cerca de una pareja de Hirundo Rustica. Se encontraban ya acabando de reparar el nido y había poca actividad sonora. Además hacía viento por lo que la mayor parte de lo que saqué no era aprovechable. Dejé la grabadora durante un par de horas escondida en un macetero. En este lugar se encuentra un centro de interpretación de la naturaleza además del centro de cría del lince ibérico, Lins Pardinus. Además hay una serie de senderos para observar la naturaleza de la zona, principalmente un bosque de pinos y alguna laguna y arroyo.


bird-seen:yes

playback-used:no",,278139,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",japonica,"Albert Lastukhin",2015-05-03,11:00,"Khorolskiy rayon, Primorskiy kray","Russian Federation",44.2353,132.1466,100,call,"

bird-seen:yes

playback-used:no",,267443,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",japonica,"Albert Lastukhin",2015-04-17,11:00,"Gornyy Khutor, Chernigovskiy rayon, Primorskiy kray","Russian Federation",44.3602,132.7989,180,"call, male, song","

bird-seen:yes

playback-used:no",,267441,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Bernard BOUSQUET",2015-04-28,16:00,"Monfragüe National Park (near  Serradilla), Cáceres, Extremadura",Spain,39.8292,-6.0599,220,"flight call","

bird-seen:yes

playback-used:no","Troglodytes troglodytes",243483,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Mandar Bhagat",2015-01-30,08:00,"Nr BITS Pilani ,Goa Campus, Sancoale, South Goa.",India,15.3917,73.8864,70,song,"15-20 birds were perching on a wire.Few of them were exchanging these calls repeatedly with normal calls. 

bird-seen:yes

playback-used:no",,213993,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Rajgopal Patil",2014-09-23,11:50,"Pabe Ghat, Pune, Maharashtra",India,18.3344,73.6749,950,"call, flight call","

bird-seen:yes

playback-used:no","Pycnonotus cafer",207025,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Anon Torimi",2014-10-15,06:45,"Kyoto City, Kyoto Prefecture (location very approximate, either low mountain or suburban region)",Japan,35.0282,135.7626,?,call,"A flock of about 30 birds.  Flying, then perched on an electric wire,
then quickly flew up.
In suburban region of Kyoto city.


bird-seen:yes

playback-used:no","Parus minor,Zosterops japonicus,Hypsipetes amaurotis,Motacilla cinerea",198789,//creativecommons.org/licenses/by-nc-sa/4.0/
